"","last_scraped","host_since","calendar_last_scraped","first_review","last_review"
"9919",2021-12-17,2014-06-13,2021-12-17,2020-01-02,2020-01-02
"9920",2021-12-17,2012-08-27,2021-12-17,2020-01-28,2021-12-05
"9921",2021-12-18,2019-02-21,2021-12-18,2019-11-10,2021-12-01
"9922",2021-12-17,2018-11-13,2021-12-17,2019-11-10,2019-11-10
"9923",2021-12-17,2013-05-07,2021-12-17,2019-12-31,2021-07-17
"9924",2021-12-17,2013-03-15,2021-12-17,2020-02-25,2020-02-25
"9925",2021-12-17,2013-03-15,2021-12-17,2020-02-29,2020-02-29
"9926",2021-12-17,2016-10-07,2021-12-17,2021-10-08,2021-10-08
"9927",2021-12-17,2016-11-13,2021-12-17,2019-11-15,2020-01-20
"9928",2021-12-17,2016-03-21,2021-12-17,2020-01-05,2021-11-07
"9929",2021-12-17,2019-08-23,2021-12-17,2019-11-10,2019-11-10
"9930",2021-12-17,2019-09-24,2021-12-17,2020-02-07,2021-07-13
"9931",2021-12-17,2019-11-03,2021-12-17,2019-11-16,2019-12-14
"9932",2021-12-17,2018-02-27,2021-12-17,2020-01-02,2020-01-02
"9933",2021-12-17,2019-10-24,2021-12-17,2019-11-10,2020-03-08
"9934",2021-12-17,2019-11-03,2021-12-17,2019-11-22,2019-11-25
"9935",2021-12-17,2019-10-13,2021-12-17,2020-01-02,2020-01-02
"9936",2021-12-17,2016-02-09,2021-12-17,2020-01-02,2020-01-02
"9937",2021-12-17,2014-04-20,2021-12-17,2019-11-06,2021-11-28
"9938",2021-12-17,2018-01-26,2021-12-17,2019-11-18,2021-09-22
"9939",2021-12-17,2016-03-22,2021-12-17,2019-12-31,2021-09-17
"9940",2021-12-17,2018-01-15,2021-12-17,2021-08-05,2021-11-28
"9941",2021-12-17,2019-09-14,2021-12-17,2019-11-09,2021-12-11
"9942",2021-12-17,2016-09-09,2021-12-17,2020-03-01,2020-03-01
"9943",2021-12-17,2019-11-04,2021-12-17,2019-12-24,2019-12-30
"9944",2021-12-17,2013-11-11,2021-12-17,2019-11-12,2019-12-01
"9945",2021-12-17,2019-05-31,2021-12-17,2020-02-08,2021-12-12
"9946",2021-12-17,2016-08-28,2021-12-17,2019-11-08,2020-08-04
"9947",2021-12-17,2013-10-29,2021-12-17,2019-12-29,2020-10-18
"9948",2021-12-17,2017-08-16,2021-12-17,2020-01-02,2020-01-02
"9949",2021-12-17,2019-10-14,2021-12-17,2019-11-25,2021-12-02
"9950",2021-12-17,2019-10-14,2021-12-17,2019-12-13,2021-12-05
"9951",2021-12-17,2019-10-14,2021-12-17,2019-12-18,2021-11-29
"9952",2021-12-17,2019-10-14,2021-12-17,2019-11-29,2021-12-05
"9953",2021-12-17,2015-10-26,2021-12-17,2020-02-24,2020-02-24
"9954",2021-12-17,2015-07-05,2021-12-17,2020-01-04,2021-10-02
"9955",2021-12-17,2019-11-06,2021-12-17,2019-11-10,2021-09-25
"9956",2021-12-17,2015-12-20,2021-12-17,2019-11-17,2020-02-13
"9957",2021-12-17,2017-01-11,2021-12-17,2020-02-18,2021-09-08
"9958",2021-12-17,2018-02-11,2021-12-17,2020-02-28,2020-06-19
"9959",2021-12-17,2009-04-05,2021-12-17,2020-03-03,2021-07-31
"9960",2021-12-17,2016-02-04,2021-12-17,2020-02-18,2021-10-22
"9961",2021-12-17,2014-08-18,2021-12-17,2019-12-08,2021-12-06
"9962",2021-12-17,2018-02-21,2021-12-17,2019-11-11,2019-12-16
"9963",2021-12-17,2019-11-07,2021-12-17,2019-11-17,2021-12-15
"9964",2021-12-17,2010-07-11,2021-12-17,2019-11-25,2021-12-12
"9965",2021-12-17,2019-11-08,2021-12-17,2021-08-30,2021-08-30
"9966",2021-12-17,2015-08-11,2021-12-17,2019-12-01,2021-09-13
"9967",2021-12-17,2019-09-23,2021-12-17,2019-12-02,2021-10-11
"9968",2021-12-17,2016-02-09,2021-12-17,2019-11-18,2021-11-26
"9969",2021-12-17,2019-11-08,2021-12-17,2019-12-04,2021-11-30
"9970",2021-12-17,2014-05-28,2021-12-17,2019-11-20,2021-11-21
"9971",2021-12-17,2019-06-17,2021-12-17,2020-06-05,2021-08-15
"9972",2021-12-17,2019-05-31,2021-12-17,2020-03-01,2021-11-30
"9973",2021-12-17,2019-06-17,2021-12-17,2020-02-29,2020-02-29
"9974",2021-12-17,2019-10-27,2021-12-17,2020-01-18,2021-10-10
"9975",2021-12-17,2019-05-31,2021-12-17,2020-02-25,2021-10-31
"9976",2021-12-17,2011-10-17,2021-12-17,2020-01-03,2021-10-30
"9977",2021-12-17,2012-06-30,2021-12-17,2020-08-16,2020-08-16
"9978",2021-12-17,2019-11-03,2021-12-17,2019-12-26,2020-08-02
"9979",2021-12-17,2015-03-10,2021-12-17,2020-03-02,2020-03-02
"9980",2021-12-17,2018-03-30,2021-12-17,2020-04-07,2021-09-16
"9981",2021-12-17,2019-11-10,2021-12-17,2019-11-24,2021-12-05
"9982",2021-12-17,2018-08-13,2021-12-17,2020-02-29,2021-07-11
"9983",2021-12-17,2016-10-05,2021-12-17,2019-12-20,2020-07-24
"9984",2021-12-17,2019-11-11,2021-12-17,2020-01-04,2020-01-04
"9985",2021-12-17,2016-08-18,2021-12-17,2020-09-20,2020-09-20
"9986",2021-12-17,2014-09-26,2021-12-17,2019-12-07,2020-01-04
"9987",2021-12-17,2019-11-11,2021-12-17,2019-12-15,2021-11-21
"9988",2021-12-17,2014-11-18,2021-12-17,2020-02-05,2021-12-05
"9989",2021-12-18,2016-08-25,2021-12-18,2019-11-25,2021-10-18
"9990",2021-12-17,2019-11-12,2021-12-17,2019-12-14,2021-11-28
"9991",2021-12-17,2016-10-06,2021-12-17,2019-11-23,2020-01-06
"9992",2021-12-18,2014-01-24,2021-12-18,2019-12-08,2021-11-22
"9993",2021-12-17,2019-11-12,2021-12-17,2019-12-01,2021-03-23
"9994",2021-12-17,2012-05-04,2021-12-17,2021-09-15,2021-11-17
"9995",2021-12-17,2019-11-13,2021-12-17,2019-12-03,2021-09-30
"9996",2021-12-17,2016-07-27,2021-12-17,2019-11-14,2019-11-22
"9997",2021-12-17,2015-12-21,2021-12-17,2019-11-29,2020-03-15
"9998",2021-12-17,2019-11-14,2021-12-17,2020-08-28,2020-08-28
"9999",2021-12-17,2019-07-26,2021-12-17,2019-11-15,2019-12-28
"10000",2021-12-17,2015-03-06,2021-12-17,2020-01-27,2020-01-27
"10001",2021-12-17,2012-10-05,2021-12-17,2020-01-02,2020-01-02
"10002",2021-12-17,2019-11-16,2021-12-17,2019-12-03,2019-12-08
"10003",2021-12-17,2013-06-05,2021-12-17,2019-12-10,2021-11-28
"10004",2021-12-17,2019-11-17,2021-12-17,2020-01-03,2020-01-28
"10005",2021-12-17,2019-02-27,2021-12-17,2019-12-02,2021-11-28
"10006",2021-12-17,2011-11-11,2021-12-17,2019-12-02,2021-12-05
"10007",2021-12-17,2017-10-28,2021-12-17,2019-11-28,2021-10-04
"10008",2021-12-17,2019-11-18,2021-12-17,2019-12-07,2020-07-26
"10009",2021-12-17,2019-10-29,2021-12-17,2019-12-02,2019-12-13
"10010",2021-12-17,2013-07-21,2021-12-17,2020-01-02,2020-03-19
"10011",2021-12-17,2016-03-13,2021-12-17,2020-02-02,2020-02-02
"10012",2021-12-17,2019-11-18,2021-12-17,2019-12-27,2020-01-04
"10013",2021-12-17,2013-07-06,2021-12-17,2020-02-23,2020-03-06
"10014",2021-12-17,2016-08-15,2021-12-17,2019-11-24,2020-03-16
"10015",2021-12-18,2015-07-24,2021-12-18,2020-11-06,2021-09-12
"10016",2021-12-17,2019-11-19,2021-12-17,2019-12-26,2019-12-26
"10017",2021-12-17,2015-08-20,2021-12-17,2020-01-01,2020-01-01
"10018",2021-12-17,2019-10-16,2021-12-17,2019-11-21,2020-01-24
"10019",2021-12-17,2014-05-13,2021-12-17,2021-02-26,2021-11-28
"10020",2021-12-17,2019-11-02,2021-12-17,2020-01-05,2020-01-05
"10021",2021-12-17,2014-12-25,2021-12-17,2019-12-22,2020-03-08
"10022",2021-12-17,2019-10-26,2021-12-17,2019-12-29,2020-01-02
"10023",2021-12-17,2019-10-09,2021-12-17,2020-07-12,2021-12-05
"10024",2021-12-17,2013-03-04,2021-12-17,2019-11-30,2021-11-28
"10025",2021-12-17,2019-07-10,2021-12-17,2020-01-01,2020-03-03
"10026",2021-12-17,2013-07-30,2021-12-17,2020-01-04,2021-08-30
"10027",2021-12-17,2012-05-20,2021-12-17,2019-12-23,2020-01-19
"10028",2021-12-17,2019-11-17,2021-12-17,2019-12-08,2021-08-14
"10029",2021-12-17,2016-02-25,2021-12-17,2019-12-22,2021-10-25
"10030",2021-12-17,2019-10-09,2021-12-17,2020-07-03,2020-07-03
"10031",2021-12-17,2012-08-22,2021-12-17,2019-12-18,2020-01-10
"10032",2021-12-17,2016-11-05,2021-12-17,2019-12-02,2019-12-02
"10033",2021-12-17,2019-10-09,2021-12-17,2019-12-17,2021-11-21
"10034",2021-12-17,2019-10-09,2021-12-17,2020-03-18,2020-03-18
"10035",2021-12-17,2012-06-07,2021-12-17,2020-02-18,2020-10-07
"10036",2021-12-17,2019-03-29,2021-12-17,2020-02-27,2021-12-08
"10037",2021-12-17,2012-05-22,2021-12-17,2021-07-23,2021-11-26
"10038",2021-12-18,2014-06-11,2021-12-18,2019-12-02,2021-09-30
"10039",2021-12-17,2014-04-20,2021-12-17,2019-12-31,2021-11-20
"10040",2021-12-17,2014-05-14,2021-12-17,2020-01-05,2020-01-05
"10041",2021-12-17,2016-05-23,2021-12-17,2020-01-05,2020-01-05
"10042",2021-12-17,2016-10-07,2021-12-17,2020-02-27,2021-03-11
"10043",2021-12-17,2015-03-30,2021-12-17,2020-01-05,2020-08-23
"10044",2021-12-17,2019-07-04,2021-12-17,2019-12-11,2021-12-03
"10045",2021-12-17,2019-11-10,2021-12-17,2020-05-28,2021-09-29
"10046",2021-12-17,2019-07-04,2021-12-17,2020-02-28,2021-11-01
"10047",2021-12-18,2017-05-09,2021-12-18,2019-12-30,2020-08-22
"10048",2021-12-17,2015-04-08,2021-12-17,2020-01-02,2020-01-02
"10049",2021-12-17,2013-11-20,2021-12-17,2020-02-25,2020-02-25
"10050",2021-12-17,2019-11-24,2021-12-17,2020-02-03,2021-10-23
"10051",2021-12-17,2019-11-25,2021-12-17,2019-12-13,2020-06-30
"10052",2021-12-17,2015-05-22,2021-12-17,2019-12-09,2019-12-21
"10053",2021-12-17,2013-08-14,2021-12-17,2020-01-01,2021-11-27
"10054",2021-12-17,2019-02-18,2021-12-17,2020-01-02,2020-01-02
"10055",2021-12-17,2018-06-10,2021-12-17,2020-01-02,2021-11-21
"10056",2021-12-17,2015-02-12,2021-12-17,2020-09-29,2021-01-03
"10057",2021-12-17,2016-04-25,2021-12-17,2019-12-26,2019-12-26
"10058",2021-12-17,2016-01-24,2021-12-17,2019-12-31,2021-11-11
"10059",2021-12-17,2012-11-19,2021-12-17,2019-12-30,2020-03-07
"10060",2021-12-17,2018-03-15,2021-12-17,2020-11-30,2021-10-24
"10061",2021-12-17,2014-10-08,2021-12-17,2019-12-01,2020-03-17
"10062",2021-12-17,2015-04-27,2021-12-17,2020-01-01,2020-01-01
"10063",2021-12-17,2017-10-28,2021-12-17,2020-01-03,2020-09-13
"10064",2021-12-17,2019-11-27,2021-12-17,2020-01-03,2020-01-03
"10065",2021-12-17,2019-11-27,2021-12-17,2019-12-19,2021-12-06
"10066",2021-12-17,2016-03-06,2021-12-17,2019-12-29,2021-11-21
"10067",2021-12-17,2016-03-06,2021-12-17,2020-02-02,2021-11-28
"10068",2021-12-17,2019-11-27,2021-12-17,2020-01-01,2021-03-21
"10069",2021-12-17,2015-07-30,2021-12-17,2020-02-03,2020-02-03
"10070",2021-12-17,2017-09-17,2021-12-17,2019-12-01,2021-09-19
"10071",2021-12-17,2019-01-15,2021-12-17,2020-07-12,2020-07-19
"10072",2021-12-17,2012-10-13,2021-12-17,2020-01-03,2020-01-03
"10073",2021-12-17,2014-09-26,2021-12-17,2019-12-25,2019-12-31
"10074",2021-12-17,2019-01-17,2021-12-17,2020-08-08,2020-08-08
"10075",2021-12-17,2015-09-24,2021-12-17,2019-12-23,2020-08-09
"10076",2021-12-17,2014-10-29,2021-12-17,2019-12-30,2019-12-30
"10077",2021-12-17,2014-05-08,2021-12-17,2020-01-09,2020-01-09
"10078",2021-12-18,2011-09-07,2021-12-18,2021-07-17,2021-10-24
"10079",2021-12-17,2015-05-27,2021-12-17,2020-01-01,2021-12-07
"10080",2021-12-17,2019-11-29,2021-12-17,2020-01-05,2021-07-10
"10081",2021-12-17,2016-04-19,2021-12-17,2019-12-21,2020-02-09
"10082",2021-12-17,2019-11-27,2021-12-17,2019-12-08,2020-02-23
"10083",2021-12-17,2019-11-30,2021-12-17,2020-01-02,2020-08-07
"10084",2021-12-17,2015-06-08,2021-12-17,2019-12-09,2020-06-12
"10085",2021-12-17,2015-03-03,2021-12-17,2019-12-10,2019-12-15
"10086",2021-12-17,2015-09-04,2021-12-17,2019-12-03,2020-01-03
"10087",2021-12-17,2015-12-11,2021-12-17,2020-01-22,2020-09-28
"10088",2021-12-17,2013-05-06,2021-12-17,2020-01-02,2021-11-15
"10089",2021-12-17,2014-12-22,2021-12-17,2020-01-01,2020-02-24
"10090",2021-12-17,2013-12-23,2021-12-17,2020-01-11,2020-01-11
"10091",2021-12-17,2019-12-01,2021-12-17,2019-12-08,2020-03-08
"10092",2021-12-17,2018-08-29,2021-12-17,2020-01-14,2021-06-13
"10093",2021-12-18,2019-07-30,2021-12-18,2020-01-31,2021-11-06
"10094",2021-12-18,2019-07-30,2021-12-18,2020-02-21,2021-11-05
"10095",2021-12-17,2019-03-31,2021-12-17,2019-12-08,2020-10-25
"10096",2021-12-17,2019-09-27,2021-12-17,2019-12-30,2019-12-30
"10097",2021-12-17,2019-12-02,2021-12-17,2019-12-25,2021-01-02
"10098",2021-12-17,2015-09-09,2021-12-17,2020-01-01,2020-01-01
"10099",2021-12-17,2019-06-02,2021-12-17,2019-12-25,2021-07-31
"10100",2021-12-17,2016-12-15,2021-12-17,2021-08-06,2021-08-12
"10101",2021-12-17,2019-12-03,2021-12-17,2019-12-14,2020-01-03
"10102",2021-12-17,2019-05-06,2021-12-17,2020-10-02,2021-08-03
"10103",2021-12-17,2017-07-06,2021-12-17,2019-12-08,2020-08-30
"10104",2021-12-17,2014-07-10,2021-12-17,2020-01-06,2021-09-01
"10105",2021-12-17,2019-12-03,2021-12-17,2019-12-08,2019-12-12
"10106",2021-12-17,2013-07-13,2021-12-17,2020-01-01,2021-11-22
"10107",2021-12-17,2013-12-24,2021-12-17,2019-12-12,2021-11-19
"10108",2021-12-17,2019-06-24,2021-12-17,2019-12-23,2021-12-03
"10109",2021-12-17,2017-01-10,2021-12-17,2020-01-01,2020-01-01
"10110",2021-12-17,2014-01-14,2021-12-17,2019-12-23,2021-11-29
"10111",2021-12-17,2019-12-04,2021-12-17,2019-12-11,2020-09-27
"10112",2021-12-17,2015-10-12,2021-12-17,2020-01-02,2020-02-07
"10113",2021-12-17,2017-12-16,2021-12-17,2020-01-03,2021-11-30
"10114",2021-12-18,2018-11-19,2021-12-18,2020-01-01,2021-11-07
"10115",2021-12-17,2018-06-05,2021-12-17,2019-12-17,2021-11-25
"10116",2021-12-17,2018-06-05,2021-12-17,2019-12-18,2021-12-11
"10117",2021-12-17,2019-12-05,2021-12-17,2019-12-22,2020-02-01
"10118",2021-12-17,2018-06-05,2021-12-17,2020-01-27,2021-11-07
"10119",2021-12-17,2018-06-05,2021-12-17,2020-02-26,2021-12-01
"10120",2021-12-17,2018-06-05,2021-12-17,2020-02-20,2021-11-30
"10121",2021-12-17,2018-06-05,2021-12-17,2020-01-12,2021-11-14
"10122",2021-12-17,2019-11-27,2021-12-17,2019-12-17,2021-12-06
"10123",2021-12-17,2010-11-14,2021-12-17,2020-01-20,2021-12-10
"10124",2021-12-17,2014-09-02,2021-12-17,2020-01-12,2020-01-12
"10125",2021-12-17,2019-11-27,2021-12-17,2020-03-02,2021-12-12
"10126",2021-12-17,2015-05-08,2021-12-17,2019-12-16,2020-08-30
"10127",2021-12-17,2012-12-28,2021-12-17,2019-12-17,2021-11-21
"10128",2021-12-17,2019-12-06,2021-12-17,2020-08-24,2021-09-12
"10129",2021-12-17,2014-03-02,2021-12-17,2019-12-12,2020-02-29
"10130",2021-12-17,2019-12-07,2021-12-17,2019-12-26,2020-03-09
"10131",2021-12-17,2019-04-26,2021-12-17,2020-02-26,2021-10-20
"10132",2021-12-17,2015-02-16,2021-12-17,2019-12-15,2019-12-23
"10133",2021-12-17,2015-02-23,2021-12-17,2020-01-03,2021-10-16
"10134",2021-12-17,2018-05-29,2021-12-17,2020-01-02,2020-04-01
"10135",2021-12-17,2019-12-08,2021-12-17,2019-12-29,2019-12-29
"10136",2021-12-17,2011-08-16,2021-12-17,2020-01-02,2020-10-08
"10137",2021-12-17,2013-09-17,2021-12-17,2020-03-20,2020-11-01
"10138",2021-12-17,2017-03-25,2021-12-17,2019-12-09,2021-11-08
"10139",2021-12-17,2016-03-04,2021-12-17,2019-12-31,2021-06-06
"10140",2021-12-17,2014-03-20,2021-12-17,2019-12-15,2020-01-13
"10141",2021-12-17,2017-11-01,2021-12-17,2020-02-10,2021-11-19
"10142",2021-12-17,2018-09-11,2021-12-17,2020-01-04,2020-01-20
"10143",2021-12-17,2017-04-26,2021-12-17,2020-02-01,2021-09-09
"10144",2021-12-17,2015-12-15,2021-12-17,2019-12-31,2019-12-31
"10145",2021-12-17,2019-12-09,2021-12-17,2020-01-19,2020-01-26
"10146",2021-12-17,2014-11-03,2021-12-17,2020-02-23,2020-12-03
"10147",2021-12-17,2015-08-21,2021-12-17,2020-01-02,2020-01-02
"10148",2021-12-17,2016-01-30,2021-12-17,2020-01-02,2020-01-02
"10149",2021-12-17,2012-03-18,2021-12-17,2020-01-01,2020-03-02
"10150",2021-12-17,2012-09-04,2021-12-17,2020-01-01,2021-09-05
"10151",2021-12-17,2014-02-04,2021-12-17,2020-03-09,2020-10-19
"10152",2021-12-17,2019-12-10,2021-12-17,2019-12-20,2020-07-26
"10153",2021-12-17,2013-06-08,2021-12-17,2020-01-01,2020-01-01
"10154",2021-12-17,2018-01-09,2021-12-17,2020-01-05,2021-08-18
"10155",2021-12-17,2019-12-10,2021-12-17,2019-12-23,2021-12-03
"10156",2021-12-17,2016-10-15,2021-12-17,2020-01-08,2021-10-06
"10157",2021-12-17,2011-10-30,2021-12-17,2020-01-11,2020-01-11
"10158",2021-12-17,2018-12-19,2021-12-17,2019-12-30,2020-08-31
"10159",2021-12-17,2017-05-28,2021-12-17,2020-01-01,2021-09-19
"10160",2021-12-17,2017-01-03,2021-12-17,2019-12-30,2019-12-30
"10161",2021-12-17,2018-05-27,2021-12-17,2020-01-03,2020-01-03
"10162",2021-12-17,2013-04-02,2021-12-17,2019-12-29,2021-09-19
"10163",2021-12-17,2014-02-12,2021-12-17,2020-09-29,2021-11-26
"10164",2021-12-17,2015-09-20,2021-12-17,2019-12-17,2020-01-03
"10165",2021-12-17,2016-03-06,2021-12-17,2020-01-03,2020-02-23
"10166",2021-12-17,2014-08-25,2021-12-17,2019-12-16,2020-01-27
"10167",2021-12-17,2019-12-11,2021-12-17,2019-12-25,2020-05-24
"10168",2021-12-17,2015-09-22,2021-12-17,2020-01-05,2020-01-05
"10169",2021-12-17,2019-12-10,2021-12-17,2021-07-08,2021-09-05
"10170",2021-12-17,2017-06-16,2021-12-17,2019-12-30,2020-09-24
"10171",2021-12-17,2019-09-13,2021-12-17,2020-01-02,2020-01-02
"10172",2021-12-17,2019-12-10,2021-12-17,2021-10-31,2021-10-31
"10173",2021-12-17,2019-12-12,2021-12-17,2020-01-04,2020-02-18
"10174",2021-12-17,2012-10-21,2021-12-17,2019-12-26,2020-02-29
"10175",2021-12-17,2016-02-02,2021-12-17,2019-12-24,2021-11-07
"10176",2021-12-17,2018-01-30,2021-12-17,2020-01-01,2020-03-07
"10177",2021-12-17,2015-07-09,2021-12-17,2019-12-22,2020-01-12
"10178",2021-12-17,2013-08-13,2021-12-17,2020-01-05,2020-01-05
"10179",2021-12-17,2015-12-22,2021-12-17,2020-01-01,2020-02-24
"10180",2021-12-17,2019-02-27,2021-12-17,2020-01-01,2020-01-01
"10181",2021-12-17,2019-12-13,2021-12-17,2020-03-15,2020-10-26
"10182",2021-12-17,2014-04-01,2021-12-17,2019-12-23,2021-11-23
"10183",2021-12-17,2011-05-19,2021-12-17,2020-01-03,2020-01-03
"10184",2021-12-17,2019-12-14,2021-12-17,2020-01-03,2021-11-28
"10185",2021-12-17,2017-10-28,2021-12-17,2020-01-01,2021-04-17
"10186",2021-12-17,2017-07-11,2021-12-17,2020-01-03,2021-07-30
"10187",2021-12-17,2013-08-27,2021-12-17,2020-01-04,2020-02-02
"10188",2021-12-18,2019-12-15,2021-12-18,2020-09-01,2021-11-07
"10189",2021-12-17,2016-01-21,2021-12-17,2020-01-31,2020-01-31
"10190",2021-12-17,2016-07-14,2021-12-17,2020-01-03,2020-01-03
"10191",2021-12-17,2019-12-15,2021-12-17,2019-12-26,2021-11-28
"10192",2021-12-17,2019-12-15,2021-12-17,2020-09-27,2021-10-23
"10193",2021-12-17,2019-11-12,2021-12-17,2019-12-28,2020-03-08
"10194",2021-12-17,2013-06-26,2021-12-17,2020-08-15,2021-08-03
"10195",2021-12-17,2014-01-12,2021-12-17,2020-02-06,2021-11-14
"10196",2021-12-17,2016-03-29,2021-12-17,2020-01-20,2020-02-02
"10197",2021-12-17,2016-03-07,2021-12-17,2019-12-30,2020-10-14
"10198",2021-12-17,2019-12-17,2021-12-17,2020-01-10,2021-11-29
"10199",2021-12-17,2019-12-17,2021-12-17,2020-01-05,2020-01-05
"10200",2021-12-17,2019-12-17,2021-12-17,2020-01-02,2020-01-02
"10201",2021-12-17,2014-09-02,2021-12-17,2021-08-22,2021-08-22
"10202",2021-12-17,2015-07-27,2021-12-17,2020-08-09,2021-10-24
"10203",2021-12-17,2019-12-17,2021-12-17,2020-01-30,2021-10-10
"10204",2021-12-17,2019-03-17,2021-12-17,2021-07-11,2021-09-27
"10205",2021-12-17,2017-11-10,2021-12-17,2021-04-21,2021-11-30
"10206",2021-12-17,2017-04-30,2021-12-17,2021-07-30,2021-07-30
"10207",2021-12-17,2012-09-07,2021-12-17,2020-11-02,2021-11-27
"10208",2021-12-17,2015-10-15,2021-12-17,2020-01-04,2020-01-04
"10209",2021-12-17,2014-08-20,2021-12-17,2020-01-31,2020-01-31
"10210",2021-12-17,2013-01-26,2021-12-17,2020-01-03,2020-01-03
"10211",2021-12-17,2016-12-12,2021-12-17,2020-10-21,2020-10-21
"10212",2021-12-18,2017-08-24,2021-12-18,2020-04-08,2020-10-02
"10213",2021-12-17,2015-05-07,2021-12-17,2020-01-13,2021-12-10
"10214",2021-12-17,2012-08-20,2021-12-17,2020-01-26,2020-03-11
"10215",2021-12-17,2015-05-02,2021-12-17,2019-12-24,2021-11-04
"10216",2021-12-17,2013-08-29,2021-12-17,2020-01-01,2020-09-28
"10217",2021-12-17,2014-02-10,2021-12-17,2019-12-28,2020-03-07
"10218",2021-12-17,2012-07-07,2021-12-17,2020-01-03,2020-01-03
"10219",2021-12-17,2019-12-19,2021-12-17,2020-01-02,2021-11-19
"10220",2021-12-17,2018-10-20,2021-12-17,2020-01-06,2020-11-20
"10221",2021-12-17,2017-01-10,2021-12-17,2020-01-01,2020-01-01
"10222",2021-12-17,2015-02-23,2021-12-17,2020-02-04,2020-02-04
"10223",2021-12-17,2014-11-26,2021-12-17,2020-01-05,2020-06-29
"10224",2021-12-17,2014-12-29,2021-12-17,2019-12-31,2021-02-28
"10225",2021-12-17,2019-09-18,2021-12-17,2019-12-31,2020-10-20
"10226",2021-12-17,2019-11-24,2021-12-17,2019-12-28,2020-03-20
"10227",2021-12-17,2012-07-16,2021-12-17,2020-01-18,2020-09-21
"10228",2021-12-17,2011-09-21,2021-12-17,2019-12-30,2021-08-29
"10229",2021-12-17,2016-12-04,2021-12-17,2020-01-02,2021-12-12
"10230",2021-12-17,2016-12-04,2021-12-17,2020-01-02,2021-12-11
"10231",2021-12-17,2016-12-04,2021-12-17,2019-12-30,2021-12-15
"10232",2021-12-17,2014-07-21,2021-12-17,2020-01-01,2020-01-01
"10233",2021-12-17,2014-07-20,2021-12-17,2020-07-25,2020-07-31
"10234",2021-12-17,2016-11-06,2021-12-17,2020-07-20,2021-10-18
"10235",2021-12-17,2018-02-22,2021-12-17,2019-12-24,2020-11-28
"10236",2021-12-17,2016-02-02,2021-12-17,2020-01-03,2021-08-16
"10237",2021-12-17,2019-12-07,2021-12-17,2020-02-14,2021-11-28
"10238",2021-12-17,2019-12-22,2021-12-17,2019-12-24,2019-12-24
"10239",2021-12-17,2014-08-26,2021-12-17,2020-01-02,2020-03-09
"10240",2021-12-17,2019-12-23,2021-12-17,2020-01-02,2020-03-05
"10241",2021-12-17,2016-11-13,2021-12-17,2020-05-29,2021-11-05
"10242",2021-12-17,2019-12-25,2021-12-17,2020-02-14,2021-11-30
"10243",2021-12-17,2019-11-27,2021-12-17,2020-02-22,2021-09-05
"10244",2021-12-17,2019-12-26,2021-12-17,2020-01-05,2021-04-24
"10245",2021-12-17,2016-01-22,2021-12-17,2020-02-26,2020-02-26
"10246",2021-12-17,2014-07-05,2021-12-17,2020-02-07,2020-10-26
"10247",2021-12-17,2016-05-04,2021-12-17,2021-09-25,2021-09-25
"10248",2021-12-17,2018-08-07,2021-12-17,2020-01-02,2020-01-02
"10249",2021-12-17,2014-08-18,2021-12-17,2020-01-07,2021-10-03
"10250",2021-12-17,2019-12-26,2021-12-17,2020-01-26,2021-08-07
"10251",2021-12-17,2014-02-11,2021-12-17,2020-07-26,2021-08-09
"10252",2021-12-17,2019-06-10,2021-12-17,2020-01-26,2021-12-02
"10253",2021-12-17,2019-12-27,2021-12-17,2020-03-01,2020-08-18
"10254",2021-12-17,2014-11-18,2021-12-17,2020-02-08,2021-10-17
"10255",2021-12-17,2013-12-14,2021-12-17,2020-03-22,2020-03-22
"10256",2021-12-18,2019-12-22,2021-12-18,2020-01-02,2021-12-12
"10257",2021-12-17,2015-01-25,2021-12-17,2020-01-02,2020-02-24
"10258",2021-12-17,2018-05-29,2021-12-17,2020-01-02,2020-01-27
"10259",2021-12-17,2018-05-29,2021-12-17,2020-01-20,2020-02-20
"10260",2021-12-17,2014-10-05,2021-12-17,2020-03-14,2021-10-25
"10261",2021-12-17,2018-12-09,2021-12-17,2020-01-01,2020-02-24
"10262",2021-12-17,2015-08-22,2021-12-17,2020-01-02,2020-01-02
"10263",2021-12-17,2015-05-29,2021-12-17,2020-01-19,2021-11-12
"10264",2021-12-17,2015-03-25,2021-12-17,2020-07-05,2021-10-03
"10265",2021-12-17,2015-03-25,2021-12-17,2020-08-18,2021-07-23
"10266",2021-12-18,2019-12-28,2021-12-18,2020-03-08,2021-11-28
"10267",2021-12-17,2017-05-08,2021-12-17,2020-01-03,2020-12-06
"10268",2021-12-17,2017-03-01,2021-12-17,2020-01-29,2021-09-19
"10269",2021-12-17,2017-09-03,2021-12-17,2020-01-20,2020-01-20
"10270",2021-12-17,2015-06-11,2021-12-17,2020-02-15,2020-02-22
"10271",2021-12-17,2016-12-21,2021-12-17,2020-03-04,2020-10-19
"10272",2021-12-17,2015-12-28,2021-12-17,2020-01-11,2020-01-11
"10273",2021-12-17,2019-12-26,2021-12-17,2020-02-03,2020-03-31
"10274",2021-12-17,2019-06-20,2021-12-17,2020-01-19,2021-09-27
"10275",2021-12-17,2019-12-30,2021-12-17,2020-01-18,2020-01-18
"10276",2021-12-17,2019-09-15,2021-12-17,2020-02-22,2021-11-28
